,fields.k,fields.q,fields.libelle,fields.iu_ac,fields.geo_point_2d,fields.geo_shape.coordinates,fields.geo_shape.type,fields.t_1h,fields.date_fin,fields.date_debut,fields.iu_nd_amont,fields.etat_trafic,fields.iu_nd_aval,fields.libelle_nd_amont,fields.etat_barre,fields.libelle_nd_aval,geometry.type,geometry.coordinates
172,16.1,6228.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T18:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
173,16.0,6287.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T17:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
174,17.85,6777.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T16:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
175,19.35,7158.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T15:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
176,16.0,6402.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T14:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
177,17.2,6651.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T13:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
178,17.3,6655.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T12:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
179,21.5,6585.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T11:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
180,15.5,6025.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T10:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
181,15.05,5762.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T09:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
182,14.25,5357.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T08:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
183,14.9,5261.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T07:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
184,11.05,4227.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T06:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
185,5.0,1978.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T05:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
186,2.5,975.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T04:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
187,1.9,766.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T03:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
188,2.45,967.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T02:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
189,3.4,1460.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T01:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
190,5.15,2202.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-24T00:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
191,7.25,3119.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T23:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
192,8.5,3696.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T22:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
193,11.35,4716.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T21:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
194,14.15,5714.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T20:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
195,18.45,6869.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T19:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
196,21.7,6892.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T18:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
197,24.5,6720.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T17:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
198,20.45,7143.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T16:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
199,20.3,7104.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T15:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
200,19.4,7129.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T14:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
201,19.95,7161.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T13:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
202,20.7,7174.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T12:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
203,21.5,7285.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T11:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
204,19.25,6964.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T10:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
205,19.25,7037.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T09:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
206,20.1,6806.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T08:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
207,20.6,6836.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T07:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
208,14.1,5258.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T06:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
209,5.3,2086.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T05:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
210,2.45,980.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T04:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
211,1.7,662.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T03:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
212,2.25,904.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T02:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
213,3.3,1395.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T01:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
214,4.85,2099.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-23T00:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
215,7.1,3059.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T23:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
216,7.9,3382.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T22:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
217,10.4,4296.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T21:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
218,14.05,5703.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T20:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
219,18.0,6841.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T19:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
220,19.35,7047.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T18:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
221,22.4,7218.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T17:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
222,19.8,7082.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T16:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
223,19.7,6922.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T15:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
224,22.65,7285.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T14:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
225,18.9,6894.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T13:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
226,20.2,7117.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T12:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
227,20.25,7047.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T11:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
228,20.4,7207.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T10:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
229,21.4,7405.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T09:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
230,22.4,7088.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T08:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
231,21.1,6720.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T07:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
232,15.3,5585.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T06:00:00+00:00,2019-06-01,2005-01-01,2849,Pré-saturé,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
233,5.7,2196.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T05:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
234,2.4,859.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T04:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
235,1.8,634.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T03:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
236,2.1,820.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T02:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
237,2.95,1261.0,PE_Batignolles,5406,"[48.89875662632699, 2.3160291712781103]","[[2.3193519228, 48.899777396], [2.3162875738, 48.8988437415], [2.3140838242, 48.8981647887], [2.3127195314, 48.8976953276]]",LineString,2021-12-22T01:00:00+00:00,2019-06-01,2005-01-01,2849,Fluide,2087,PE_St_Ouen,Ouvert,SE_Clichy,Point,"[2.3160291712781103, 48.89875662632699]"
